doi,ss_id,title,year,abstract,citations,is_oa,pdf_url,source
10.1002/adma.202108304,d37107062867e652db41ae9eab8d439a5e3cc8e3,An Ultrahigh‐Power Mesocarbon Microbeads|Na+‐Diglyme|Na3V2(PO4)3 Sodium‐Ion Battery,2021.0,"Sodium‐ion batteries (SIBs) show practical applications in large‐scale energy storage systems. But, their power density is limited by the sluggish Na+ diffusion into the cathode and anode materials. Herein, the authors demonstrate a prototype of ultrahigh power SIB, consisting of the high‐rate Na3V2(PO4)3 (NVP) cathode, graphite‐type mesocarbon microbeads (MCMB) anode, and Na+‐diglyme electrolyte. It is found that the overpotential of the NVP cathode obeys the Ohmic rule. Thus, the as‐synthesize",93,False,,semantic_scholar
10.1039/c1jm12216a,f879d8f3c004586750315f2400b347707a669350,Novel mixed polyanions lithium-ion battery cathode materials predicted by high-throughput ab initio computations,2011.0,,230,False,,semantic_scholar
10.1016/j.jpowsour.2019.227064,d791bc269c8775e77932b0d6f0f9c543fb683086,O3-type NaNi1/3Fe1/3Mn1/3O2 layered cathode for Na-ion batteries: Structural evolution and redox mechanism upon Na (de) intercalation,2019.0,"Abstract Layered sodium-ion battery cathode, O3-type NaNi1/3Fe1/3Mn1/3O2, has been systematically investigated by synchrotron-based analyses to characterize the structural behavior during electrochemical reaction. X-ray absorption spectroscopy shows reversible redox process upon cycling and clearly proves that both Ni and Fe are active in Na1–xNi1/3Fe1/3Mn1/3O2 and that redox couples of Ni2+/Ni4+ via Ni3+ and Fe3+/Fe4+ are responsible for charge compensation. Specifically, the capacity is mainly",152,False,,semantic_scholar
10.1016/j.jallcom.2021.159808,76e93e982f24ae17ac5ceb8588fe71f265337c48,Effect of Na from the leachate of spent Li-ion batteries on the properties of resynthesized Li-ion battery cathodes,2021.0,"Abstract The explosion of spent Li-ion batteries (LIBs) during the LIB recycling process is often avoided by the discharging process where spent LIBs are soaked into NaCl solutions. Because Na can be incorporated into resynthesized cathode active materials, we synthesize LiNi0.8Co0.1Mn0.1O2 active materials with extra Na in the simulated coprecipitation solution whose composition was matched to the actual industrial leachate composition. The morphological, structural, and electrochemical propert",38,False,,semantic_scholar
10.1002/aenm.201902918,00f8c090f6310633535fce9a73c586d41cb82bc8,High Capacity and High‐Rate NASICON‐Na3.75V1.25Mn0.75(PO4)3 Cathode for Na‐Ion Batteries via Modulating Electronic and Crystal Structures,2019.0,"Sodium superionic conductor (NASICON) cathodes are attractive for Na‐ion battery applications as they exhibit both high structural stability and high sodium ion mobility. Herein, a comprehensive study is presented on the structural and electrochemical properties of the NASICON‐Na3+yV2−yMny(PO4)3 (0 ≤ y ≤ 1) series. A phase miscibility gap is observed at y = 0.5, defining two solid solution domains with low and high Mn contents. Although, members of each of these domains Na3.25V1.75Mn0.25(PO4)3 a",94,False,,semantic_scholar
10.1039/c5cc05739f,3d6ae92dcc4fe2294d6b91a8e80a456a3766344e,Romanechite-structured Na(0.31)MnO(1.9) nanofibers as high-performance cathode material for a sodium-ion battery.,2015.0,,44,False,,semantic_scholar
10.1021/jacs.7b00164,2a811e1f2c7042a8b8f34067397e05360f4aabe3,Exploring Oxygen Activity in the High Energy P2-Type Na0.78Ni0.23Mn0.69O2 Cathode Material for Na-Ion Batteries.,2017.0,,428,True,https://escholarship.org/content/qt8q54f648/qt8q54f648.pdf?t=pdh5nh,semantic_scholar
10.1002/aenm.201803978,b1c068f65f3f4c273f73b03f766b96ccc5b03892,A Stable Layered Oxide Cathode Material for High‐Performance Sodium‐Ion Battery,2019.0,"As one of the most promising cathode candidates for room‐temperature sodium‐ion batteries (SIBs), P2‐type layered oxides face the challenge of simultaneously realizing high‐rate performance while achieving long cycle life. Here, a stable Na2/3Ni1/6Mn2/3Cu1/9Mg1/18O2 cathode material is proposed that consists of multiple‐layer oriented stacking nanoflakes, in which the nickel sites are partially substituted by copper and magnesium, a characteristic of the material that is confirmed by multiscale ",222,False,,semantic_scholar
10.1016/j.jallcom.2020.155912,4e434a87acc56e0f2786e693d74d8d60add762b3,V2O5@CNTs as cathode of aqueous zinc ion battery with high rate and high stability,2020.0,"Abstract Zinc ion batteries (ZIBs) receive great attention because of their low cost, high safety and environmental friendliness. V2O5 has great potential as a cathode material for ZIBs, but it has poor stability at high current density. To solve this problem, V2O5@CNTs composites are prepared, and the high conductivity of carbon nanotubes (CNTs) is used to improve the rate capability of the electrode. The capacity retention ratio of V2O5@CNTs electrode is 72% after 6000 cycles at 5 A g−1, 36% h",69,False,,semantic_scholar
10.1002/adfm.202300602,72eb8298a97478bc8e07c8ea21d0b6ff28b93798,Voltage Hysteresis in Transition Metal Oxide Cathodes for Li/Na‐Ion Batteries,2023.0,"The pursuit of rechargeable batteries with high energy density has triggered enormous efforts in developing cathode materials for lithium/sodium (Li/Na)‐ion batteries considering their extremely high specific capacity. Many materials are being researched for battery applications, and transition metal oxide materials with remarkable electrochemical performance stand out among numerous cathode candidates for next‐generation battery. Notwithstanding the merits, daunting challenges persist in the qu",42,False,,semantic_scholar
10.1038/s41893-024-01288-9,cd21695bb1b425cff762cd4f785813ce9318e0ea,Sustainable layered cathode with suppressed phase transition for long-life sodium-ion batteries,2024.0,,150,False,,semantic_scholar
10.1002/aenm.201903351,dcc21a0718aadf8051b01286e7ffaeb71d11bd92,"Low‐Operating Temperature, High‐Rate and Durable Solid‐State Sodium‐Ion Battery Based on Polymer Electrolyte and Prussian Blue Cathode",2019.0,"A solid‐state polymer electrolyte (PFSA‐Na membrane) for solid‐state sodium‐ion batteries (SSIBs) to overcome severe safety issues caused by traditional liquid electrolytes is explored. The PFSA‐Na membranes, synthesized by an environmentally and economically friendly method, display high ionic conductivity, excellent thermal stability, and outstanding mechanical flexibility in a wide temperature range. SSIBs based on the PFSA‐Na membranes and Prussian blue cathode exhibit a superior rate perfor",80,False,,semantic_scholar
10.1002/aenm.201701610,72eefee9448184e5b838267369ebc7936dbead84,High Energy Density Sodium‐Ion Battery with Industrially Feasible and Air‐Stable O3‐Type Layered Oxide Cathode,2018.0,,249,False,,semantic_scholar
10.1002/anie.201805555,52a931f241ecdbf2c9ddc80a7e8a5efd4a03f7b5,Identifying the Structural Evolution of the Sodium Ion Battery Na2 FePO4 F Cathode.,2018.0,"Na2 FePO4 F is a promising cathode material for Na-ion batteries owing to its relatively high discharge voltage and excellent cycling performance. Now, the long- and short-range structural evolution of Na2 FePO4 F during cycling is studied by in situ high-energy X-ray diffraction (XRD), ex situ solid-state nuclear magnetic resonance (NMR), and first-principles DFT calculations. DFT calculations suggest that the intermediate phase, Na1.5 FePO4 F, adopts the space group of P21 /c, which is a subgr",84,True,https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1002/anie.201805555,semantic_scholar
10.1002/adfm.201701130,b3c7e360bf64cc76e827c00c104080792f4a4024,Cubic Perovskite Fluoride as Open Framework Cathode for Na‐Ion Batteries,2017.0,,95,False,,semantic_scholar
10.1002/tcr.201800071,1522979513d098bbc04460c1e2a6fee9c455b211,Sulfate-Based Cathode Materials for Li- and Na-Ion Batteries.,2018.0,"Electrochemical energy storage via Li-ion batteries has changed modern life drastically and has enabled technologies such as portable electronic devices, electric vehicles and stationary grid storage. However, with the steadfast technological evolution and increasing energy demands, batteries need to be constantly improved to meet the needs of our society. Furthermore, increasing concerns are raised regarding sustainability, availability of raw materials and cost. Therefore, extensive research e",67,False,,semantic_scholar
10.1021/acsami.8b00614,6ad7445351fe7bbf7c0b84d4cd393ad0ea31d6b8,"Cu2+ Dual-Doped Layer-Tunnel Hybrid Na0.6Mn1- xCu xO2 as a Cathode of Sodium-Ion Battery with Enhanced Structure Stability, Electrochemical Property, and Air Stability.",2018.0,,129,False,,semantic_scholar
10.1016/j.jpowsour.2016.10.084,08ba4f9e739e4315417d08d125f002ae221ca21e,"NaN3 addition, a strategy to overcome the problem of sodium deficiency in P2-Na0.67[Fe0.5Mn0.5]O2 cathode for sodium-ion battery",2017.0,,128,False,,semantic_scholar
10.1021/acsami.7b14946,28335e0a74e836c8fd82fdd69d6206e104811b2b,"An All-Phosphate and Zero-Strain Sodium-Ion Battery Based on Na3V2(PO4)3 Cathode, NaTi2(PO4)3 Anode, and Trimethyl Phosphate Electrolyte with Intrinsic Safety and Long Lifespan.",2017.0,,46,False,,semantic_scholar
10.1002/smll.202007103,bd9ce51aff70be5215f765cf29f8c4799231ceab,Tailoring P2/P3 Biphases of Layered Nax MnO2 by Co Substitution for High-Performance Sodium-Ion Battery.,2021.0,"P-type layered oxide is a promising cathode candidate for sodium-ion batteries (SIBs), but faces the challenge of simultaneously realizing high rate capability and long cycle life. Herein, Co-substituted Nax MnO2 nanosheets with tunable P2/P3 biphase structures are synthesized by a novel dealloying-annealing strategy. The optimized P2/P3-Na0.67 Mn0.64 Co0.30 Al0.06 O2 cathode delivers an excellent rate capability of 83 mA h g-1 at a high current density of 1700 mA g-1 (10 C), and an outstanding ",68,False,,semantic_scholar
10.1021/acs.jpcc.7b08429,be1365f4909ea8be1ff5630ca8a216643fdd9525,Freestanding Cathode Electrode Design for High-Performance Sodium Dual-Ion Battery,2017.0,,64,False,,semantic_scholar
10.1021/ja512383b,88b79c13d7cfd5b9574e85cde222ea8487cdd4a6,Removal of interstitial H2O in hexacyanometallates for a superior cathode of a sodium-ion battery.,2015.0,"Sodium is globally available, which makes a sodium-ion rechargeable battery preferable to a lithium-ion battery for large-scale storage of electrical energy, provided a host cathode for Na can be found that provides the necessary capacity, voltage, and cycle life at the prescribed charge/discharge rate. Low-cost hexacyanometallates are promising cathodes because of their ease of synthesis and rigid open framework that enables fast Na(+) insertion and extraction. Here we report an intriguing effe",748,True,http://theory.cm.utexas.edu/henkelman/pubs/song15_2658.pdf,semantic_scholar
10.1016/j.electacta.2018.03.058,1d07222fdf0b5c6b77308d36ba63aa2917186c5b,Layered P2- type novel Na0.7Ni0.3Mn0.59Co0.1Cu0.01O2 cathode material for high-capacity & stable rechargeable sodium ion battery,2018.0,,37,False,,semantic_scholar
10.1021/acs.chemmater.7b05329,128741612a0000a3a7d165210ed9961ce34d01f9,Reversible K+-Insertion/Deinsertion and Concomitant Na+-Redistribution in P′3-Na0.52CrO2 for High-Performance Potassium-Ion Battery Cathodes,2018.0,,76,False,,semantic_scholar
10.1002/anie.202116930,35fd5be2d8f668cf72d1a833bb11b8038076ddb4,Sodium-ion Battery with a Wide Operation-Temperature Range from -70 to 100 °C.,2022.0,"Sodium-ion batteries (SIBs), as one of the potential candidates for grid-scale energy storage systems, are required to tackle extreme weather conditions. However, the all-weather SIBs with a wide operation-temperature range are rarely reported. Herein, we propose a wide-temperature SIB, which involves a carbon-coated Na 4 Fe 3 (PO 4 ) 2 P 2 O 7 (NFPP@C) cathode, a Bismuth (Bi) anode, and a diglyme-based electrolyte. We demonstrate that solvated Na + can be directly stored by the Bi anode via an ",122,False,,semantic_scholar
10.1021/acsami.7b02385,006bb10cbb244e0568019c4f70153e6c8f394c93,"A High Capacity, Good Safety and Low Cost Na2FeSiO4-Based Cathode for Rechargeable Sodium-Ion Battery.",2017.0,,62,False,,semantic_scholar
10.1002/adfm.202101475,dc4057d677b21923459147534b55154b48fe8926,Additive‐Free Self‐Presodiation Strategy for High‐Performance Na‐Ion Batteries,2021.0,"The irreversible consumption of sodium at the anode side during the first cycle prominently reduces the energy density of Na‐ion batteries. Different sacrificial cathode additives have been recently reported to address this problem; however, critical issues such as by‐products (e.g., CO2) release during cycling and incompatibility with current battery fabrication procedures potentially deteriorate the full‐cell performance and prevent the practical application. Herein, an additive‐free self‐pres",73,False,,semantic_scholar
10.1039/c6ta03956a,8c721645bd5cc5b9aaed7e87c12f7101410d3eb2,Poly(anthraquinonyl imide) as a high capacity organic cathode material for Na-ion batteries,2016.0,,59,False,,semantic_scholar
10.1016/j.ensm.2016.03.001,8fa74a011b6e7e1e13a42ac4543dd61d764ef193,First exploration of ultrafine Na7V3(P2O7)4 as a high-potential cathode material for sodium-ion battery,2016.0,,63,False,,semantic_scholar
10.1021/acs.inorgchem.6b01515,40c61d70e8253200da1c8bc278c68a6877bdf841,P2-Type Na0.67Ni0.23Mg0.1Mn0.67O2 as a High-Performance Cathode for a Sodium-Ion Battery.,2016.0,,102,False,,semantic_scholar
10.1007/s40243-022-00208-1,b0a5f9cc8a81e2dd3a2d2738454a557d7c94396b,Sodium-ion battery from sea salt: a review,2022.0,"The electrical energy storage is important right now, because it is influenced by increasing human energy needs, and the battery is a storage energy that is being developed simultaneously. Furthermore, it is planned to switch the lithium-ion batteries with the sodium-ion batteries and the abundance of the sodium element and its economical price compared to lithium is the main point. The main components anode and cathode have significant effect on the sodium battery performance. This review brief",47,True,https://link.springer.com/content/pdf/10.1007/s40243-022-00208-1.pdf,semantic_scholar
10.1126/sciadv.aar6018,1c82a9c0522c369b6005282803b99cc6bcb320fd,Na+/vacancy disordering promises high-rate Na-ion batteries,2018.0,"We demonstrate that Na+/vacancy disordering of P2-type layered cathodes ensures both fast Na mobility and a low Na diffusion barrier. As one of the most fascinating cathode candidates for Na-ion batteries (NIBs), P2-type Na layered oxides usually exhibit various single-phase domains accompanied by different Na+/vacancy-ordered superstructures, depending on the Na concentration when explored in a limited electrochemical window. Therefore, their Na+ kinetics and cycling stability at high rates are",477,True,https://advances.sciencemag.org/content/advances/4/3/eaar6018.full.pdf,semantic_scholar
10.1039/c4ee03192j,5972156929aebef557e0138561e78626bca40a7f,A comprehensive review of sodium layered oxides: powerful cathodes for Na-ion batteries,2015.0,,968,False,,semantic_scholar
10.1002/aenm.202101490,5a0dca9b2fdfb2a9ea6061bbf07a9c06b18e0466,Deciphering Interfacial Reactions via Optical Sensing to Tune the Interphase Chemistry for Optimized Na‐Ion Electrolyte Formulation,2021.0,"Interphases, solid‐electrolyte interphase (SEI), and cathode‐electrolyte interphase (CEI) are the key influencers in determining battery life and performance. Especially, for technologies such as sodium‐ion batteries that are in the development stage, it is crucial to tune the interphase chemistry without which it suffers at present from poor performance metrics for reaching real‐life applications. In this study, optical sensors are utilized as a tool to follow operando, the thermal events of in",37,True,https://hal.archives-ouvertes.fr/hal-03318049/file/Electrolyte-Manuscript.pdf,semantic_scholar
10.1002/cphc.201400088,5f40b8d7ab8ea5b45b267a6a97b4a233ad86d60b,Sodium-ion battery based on an electrochemically converted NaFePO4 cathode and nanostructured tin-carbon anode.,2014.0,,65,False,,semantic_scholar
10.1016/j.cej.2025.161676,62550f313ad930c288fdab90989e8d967496ef1f,Enhancing the structural stability and strength of P2-type layered oxide sodium ion battery cathodes by Zn/F dual-site doping,2025.0,,28,False,,semantic_scholar
10.1016/j.apmt.2025.102859,31e575ac1a31dd3363f42c7f48e66f54b920b456,High-performance V-doped P2-type layered oxide sodium-ion cathode materials for enhanced rate capability,2025.0,,1,False,,semantic_scholar
10.1002/aenm.202203521,c2172dbc0e9f092d242e9a486e8d39196510c5aa,Regulating Na Occupation in P2‐Type Layered Oxide Cathode for All‐Climate Sodium‐Ion Batteries,2023.0,"P2‐type Na2/3Ni1/3Mn2/3O2 (NNMO) has been investigated as one of the promising cathode materials of sodium‐ion batteries (SIBs) due to a low‐cost and wide‐temperature‐range adaptability. However, its application faces a number of obstacles because of the poor cycling stability and bad rate capabilities. Herein, by accommodating more Na‐ions at the e‐site (Nae) in P2‐type NNMO, which is thermodynamically more stable, P2‐type layered oxides (Nae/Naf > 1.64) with outstanding electrochemical perform",84,False,,semantic_scholar
10.1016/j.jechem.2025.03.054,a95a4edc44e2adc55f10f1b3dbc6dfd259ab56ca,Entropy tuning and artificial CEI synergistically enhance the stability and kinetics of P2-type layered oxide cathode for high-voltage sodium-ion batteries,2025.0,,13,False,,semantic_scholar
10.1002/adfm.202418322,d503bcaf57a99b644824009f4fa6812ab1b97dfe,Structural Regulation of P2‐Type Layered Oxide with Anion/Cation Codoping Strategy for Sodium‐Ion Batteries,2024.0,"P2‐type layered transition metal oxides are potential cathodes for sodium‐ion batteries (SIBs), but they commonly suffer from severe capacity degradation owing to multiple phase transitions and Na+/vacancy ordering during the extraction/insertion process. An anionic/cationic co‐doping strategy at high sodium contents is proposed to effectively achieve high‐rate and long‐term stability of P2‐Na0.67Ni0.33Mn0.67O2. The resulting Na0.75Mg0.1Ni0.23Mn0.67O1.95F0.05 (NMNMOF) cathode delivers a reversib",35,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adfm.202418322,semantic_scholar
10.1002/adfm.202514451,9bc07a7f944018583464e1fb5597b417f450aa41,Mitigating Jahn–Teller Distortion toward High‐Capacity P2‐Type Layered Oxide Cathodes for Sodium‐Ion Batteries,2025.0,"High‐sodium manganese‐based layered oxide (NaxTM1−yMnyO2, 0.7 < x ≤ 1) cathodes have attracted growing attention in sodium‐ion batteries (SIBs) due to their high theoretical capacities. However, the actual discharge capacity (≈90 mAh g−1 at 2–4 V) of layered oxide cathodes is significantly lower than its theoretical capacity of ≈250 mAh g−1. It is mainly due to the Jahn‐Teller distortion caused by the asymmetric electron occupancy of transition‐metal (TM) ions in 3d orbitals, which hinders the r",6,False,,semantic_scholar
10.1002/aenm.201803346,a8cc43227df40d159ca14d860382cfc3ad23e7e6,A New P2‐Type Layered Oxide Cathode with Extremely High Energy Density for Sodium‐Ion Batteries,2019.0,"Herein, a new P2‐type layered oxide is proposed as an outstanding intercalation cathode material for high energy density sodium‐ion batteries (SIBs). On the basis of the stoichiometry of sodium and transition metals, the P2‐type Na0.55[Ni0.1Fe0.1Mn0.8]O2 cathode is synthesized without impurities phase by partially substituting Ni and Fe into the Mn sites. The partial substitution results in a smoothing of the electrochemical charge/discharge profiles and thus greatly improves the battery perform",190,False,,semantic_scholar
10.1016/j.ensm.2024.103424,7ad42b00aff49ed47c1bdcf33c3eafe64dcf617a,P2-type layered oxide cathode with honeycomb-ordered superstructure for sodium-ion batteries,2024.0,,32,False,,semantic_scholar
10.1016/j.mattod.2023.06.021,b8b43fec4fe2d2d2f5df6923da796aecfd4ec724,Regulating electron distribution of P2-type layered oxide cathodes for practical sodium-ion batteries,2023.0,,69,False,,semantic_scholar
10.1016/j.cej.2024.157264,bc71ef89afe08e44b8323b934b2eddf98e470d11,Research progress on P2-type layered oxide cathode materials for sodium-ion batteries,2024.0,,23,False,,semantic_scholar
10.1021/acsami.5c13407,272496280a0998e7b1c6f7b996edbb0d2b771f2d,Lattice Stabilization in P2-Type Layered Oxide Cathodes by Zn Doping for High-Voltage Sodium Storage.,2025.0,"P2-Na0.67Ni0.33Mn0.67O2 represents an attractive cathode candidate for sodium-ion batteries. This material benefits from environmental sustainability, relative ease of synthesis, a high specific capacity, and operation at elevated voltages. However, its practical implementation is hindered by accelerated performance degradation and detrimental structural changes when charged beyond 4.2 V. Herein, we propose a strategic zinc-doping approach to address these limitations. Combined in situ XRD and D",2,False,,semantic_scholar
10.1007/s11664-024-10938-9,bf6635e9fcc8e2a6d18a6dc5ed624b6b4d0e72d3,Sodium Formate as a Highly Efficient Sodium Compensation Additive for Sodium-Ion Batteries with a P2-Type Layered Oxide Cathode,2024.0,,9,False,,semantic_scholar
10.1039/d3sc06878a,cd9dd432488521320cb9e5703cb8cac4e6a4a46d,Developing an abnormal high-Na-content P2-type layered oxide cathode with near-zero-strain for high-performance sodium-ion batteries,2024.0,"Layered transition metal oxides (NaxTMO2) possess attractive features such as large specific capacity, high ionic conductivity, and a scalable synthesis process, making them a promising cathode candidate for sodium-ion batteries (SIBs). However, NaxTMO2 suffer from multiple phase transitions and Na+/vacancy ordering upon Na+ insertion/extraction, which is detrimental to their electrochemical performance. Herein, we developed a novel cathode material that exhibits an abnormal P2-type structure at",9,True,https://pubs.rsc.org/en/content/articlepdf/2024/sc/d3sc06878a,semantic_scholar
10.1088/2515-7655/acd41a,3379bd6f25adc3a7fbaf0cae05e186bd45de19da,The effect of configurational entropy on acoustic emission of P2-type layered oxide cathodes for sodium-ion batteries,2023.0,"Sodium-ion batteries (SIBs) see intensive research and commercialization efforts, aiming to establish them as an alternative to lithium-ion batteries. Among the reported cathode material families for SIBs, Na-deficient P2-type layered oxides are promising candidates, benefiting from fast sodium diffusion and therefore high charge/discharge rates. However, upon sodium extraction at high potentials, a transition from the P2 to O2 phase occurs, with the corresponding change in cell volume resulting",20,True,https://iopscience.iop.org/article/10.1088/2515-7655/acd41a/pdf,semantic_scholar
10.1016/j.vacuum.2025.114186,33e0d45ab2965e0a0121335495922f2e71563b47,Sm-doped P2-type layered oxide with spherical secondary hierarchy as cathode material for sodium-ion batteries,2025.0,,3,False,,semantic_scholar
10.1016/j.cej.2022.136923,71c57846c9ecd49b73a06ee56b817bf4245556c7,Effect of Lithium Doping in P2-Type Layered Oxide Cathodes on the Electrochemical Performances of Sodium-Ion Batteries,2022.0,,79,False,,semantic_scholar
10.20517/microstructures.2023.102,578ea4417e495ee278e597ba619811850660c0c2,Na-deficient P2-type layered oxide cathodes for practical sodium-ion batteries,2024.0,"Sodium-ion batteries (SIBs) have attracted enormous attention as candidates in stationary energy storage systems, because of the decent electrochemical performance based on cheap and abundant Na-ion intercalation chemistry. Layered oxides, the workhorses of modern lithium-ion batteries, have regained interest for replicating their success in enabling SIBs. A unique feature of sodium layered oxides is their ability to crystallize into a thermodynamically stable P2-type layered structure with unde",7,True,https://f.oaes.cc/xmlpdf/9bd0965c-6dd2-4ead-91d2-1a306fdb0b15/microstructures30102.pdf,semantic_scholar
10.1007/s10854-025-16452-w,98c5166cb9f6aa44be9168e8e5090564c4567352,Entropy engineering enhances cycling stability of P2-type layered oxide cathode for sodium-ion batteries,2025.0,,0,False,,semantic_scholar
10.1016/j.apsusc.2025.162799,82b382322d15a27d53817aaf8d188f63e83b786c,Enhanced structural stability of P2-type Mn/Fe-based layered oxide by high entropy doping towards long-life sodium ion battery cathode,2025.0,,22,False,,semantic_scholar
10.1149/ma2025-025834mtgabs,67e1dfe0434127faa32ebafb160e66f5f18dd6b3,Crystal Facet Modulation of P2-Type Layered Oxide Cathodes for Long-Lasting Sodium-Ion Batteries,2025.0,"
 Sodium-based layered transition metal oxides (LTMO) are among the most promising cathode materials for sodium-ion batteries (SIBs) due to their high specific capacity and structural versatility. P2-type Na
 2/3
 Ni
 1/3
 Mn
 2/3
 O
 2
 (NNMO) stands out for its three-dimensional ion diffusion channels and notable capacity of 173 mAh g⁻¹. However, its practical application is hindered by sluggish ion kinetics, resulting in poor rate performance. This study addresses these challenges by employin",0,False,,semantic_scholar
10.1149/1945-7111/ad2db1,522d42c8591f15b33b4f58a1d349ef55120f5b70,Research on Sodium Storage Performance of Cu and Mg Doped P2 Type Layered Oxide Cathode Materials,2024.0,"
 P2-type Ni-Mn-based oxide cathode materials have drawbacks such as the Jahn-Teller effect and crystal phase transition under high pressure. In this study, Cu and Mg modifications were introduced to inhibit the P2-O2 phase transition and increase the lattice spacing, thereby reducing the resistance of sodium ion de-embedding and intercalation to improve the overall electrochemical performance of the battery. A series of P2-type Na0.67Ni0.33-xMn0.67CuxO2 and Na0.67Ni0.33-xMn0.67MgxO2 cathode mat",5,False,,semantic_scholar
10.2139/ssrn.4333392,052415b2833c267bbb7c2ecd548ec9be37be0c2a,Tailoring High Na Content in P2-Type Layered Oxide Cathodes Via Cu-Li Dual Doping for Sodium-Ion Batteries,2023.0,,33,False,,semantic_scholar
10.1021/acssuschemeng.4c00185,f86227ca4b01ee3c2d52228ee653f2094221ada1,Solid-Solution Reaction and Ultrasmall Volume Change in High-Entropy P2-type Layered Oxide Cathode for All-Climate Sodium-Ion Batteries,2024.0,,14,False,,semantic_scholar
10.1007/s12598-025-03591-6,9096fdb06bfb4cec62535e05578c193e5b3d41ba,Enhanced cycle performance and air stability in Ti-doped P2-type layered oxide enabled by crystal structure modification and Jahn–Teller effect tailoring,2025.0,,1,False,,semantic_scholar
10.1016/j.jcis.2021.11.028,c7499a1a4d8a26c52730d07e5c0131fd1eff5366,A dual-modification strategy for P2-type layered oxide via bulk Mg/Ti co-substitution and MgO surface coating for sodium ion batteries.,2021.0,"P2-type materials are regarded as competitive cathodes for next generation sodium ion batteries. However, the unfavorable P2 → O2 phase transition usually leads to severe capacity decay. Moreover, the cathode material always suffers from destruction of surface crystal structure caused by trace amount of HF. In this study, a dual-modification method containing Mg/Ti co-doping and MgO surface coating is designed to solve the defects of P2-type Na0.67Ni0.17Co0.17Mn0.66O2 cathode. Results turn out t",59,False,,semantic_scholar
10.1016/j.nanoen.2020.105061,bc57a007e442564fd41ade2e3a6123f3c791e7c1,Strain engineering by atomic lattice locking in P2-type layered oxide cathode for high-voltage sodium-ion batteries,2020.0,"Abstract Developing high-voltage cathode materials is the key to overcome the obstacles of low energy density for sodium-ion batteries (SIBs). P2-type manganese-rich layered oxides are considered as an appealing cathode material for SIBs, but still suffer from severe capacity and voltage decay. As the underlying cause, inhomogeneous interlaminar stress originated from the intrinsic structural transition brings out the generation and propagation of surface cracks, and should be tackled. Herein, w",56,False,,semantic_scholar
10.1016/j.cej.2019.123234,34ad05be9266909ffd4f08d825a14d8ccdd710f8,The effects of dual modification on structure and performance of P2-type layered oxide cathode for sodium-ion batteries,2020.0,"Abstract As the competitive cathode material of sodium-ion batteries (SIBs), P2-type Na0.67Ni0.33Mn0.67O2 (NMO) possesses high theoretical specific capacity and high operating voltage. However, it suffers from severe capacity fading caused by the unfavorable P2–O2 phase transition during charge/discharge cycling process. Moreover, the HF formed by the reaction of electrolyte salts with trace water molecules causes the voltage decay of NMO. Herein, the dual-modification strategy of Mg substitutio",80,False,,semantic_scholar
10.1016/j.jechem.2019.08.016,d2a255b6173ee501d732fff31fdf9cb3d1d5998d,Single-phase P2-type layered oxide with Cu-substitution for sodium ion batteries,2020.0,"Abstract The development of high-performance layered oxide cathodes for sodium ion batteries (SIBs) continues to facing be hindered by severe challenges to date. Herein, a single-phase P2-Na0.67Mn0.6Ni0.2Co0.1Cu0.1O2 (NMNCC) comprising multiple-layer-oriented stacked nanoflakes is designed and synthesized via a simple sol–gel method. The large lattice parameters ensure a large three-dimensional frame, which enables the diffusion of sodium ions. Owing to its optimal morphology structure modulatio",64,False,,semantic_scholar
10.1021/acsnano.6c01913,cf82803fdd09039ba9a17baa02e0671feed45859,Bulk-Interface Synergy Enables Stable High-Voltage P2-Type Layered Oxide Cathodes for Fast-Charging Sodium-Ion Batteries.,2026.0,"P2-type layered oxides hold great promise for high-energy sodium-ion batteries (SIBs) but are hindered by irreversible P2-O2 transitions and interfacial degradation that accelerate capacity fading. Herein, we present a bulk-interface dual-engineering strategy through synergistic Mg2+ doping and CeO2 surface modulation to overcome these challenges. The designed P2-type Na0.67Mg0.1Ni0.23Mn0.67O2-CeO2 (NNMMO-Ce) cathode integrates structural reinforcement and redox synergy: bulk Mg2+ stabilizes the",0,False,,semantic_scholar
10.1021/acsami.4c05027,fe0c8893afe08d97eaf9c26d55988aa5474f4140,Achieving Stable Cycling Performance in a P2-Type Layered Oxide Cathode through a Synergic Li/Zn Doping for Sodium-Ion Batteries.,2024.0,"It has been suggested that sodium layered transition metal oxides could potentially serve as excellent cathodes for sodium-ion batteries (SIBs) because of their appropriate operating potentials and high capacities. However, the growing reliance on energy requirements has necessitated a higher energy density of SIBs. It has been demonstrated that activating oxygen-related activities for SIBs is a viable method to improve energy density. Herein, we suggest applying the synergy of Li and Zn codopin",4,False,,semantic_scholar
10.1007/s40843-021-1742-8,b69feb6180f792723b9e0ef7c4bbf2151e786580,A durable P2-type layered oxide cathode with superior low-temperature performance for sodium-ion batteries,2021.0,,44,True,https://link.springer.com/content/pdf/10.1007/s40843-021-1742-8.pdf,semantic_scholar
